beneficiary_id,snapshot_date,num_past_loans,num_active_loans,avg_loan_amount,avg_loan_tenure_months,loan_disbursal_utilization_ratio,num_late_payments,avg_days_delay,num_defaults,repeat_borrow_freq,repayment_punctuality_rate,avg_monthly_electricity_kwh,electricity_kwh_variance,months_with_zero_electricity,avg_mobile_recharge_amount,avg_mobile_recharge_count,avg_bank_inflow,avg_bank_outflow,avg_bank_balance,upi_txn_count_monthly,upi_txn_value_monthly,age,gender,education_level,household_size,num_dependents,location_type,rural_urban_flag,state,district,asset_land,asset_livestock,asset_durable_goods_score,employment_status,business_type,doc_upload_frequency,avg_upload_delay_days,used_account_aggregator,survey_expense_to_income_ratio,survey_financial_confidence_score,repayment_delay_trend,income_proxy_trend,consumption_volatility_index,seasonality_index,district_avg_income,infra_score,weather_risk_index,govt_survey_poverty_index,default_label,creditworthiness_score,default_flag
BEN_0010,2025-09-30,1,0,54179.28788098878,20.890041398353745,0.8004650925829961,0,7.054711569498698,0,1.132623243038209,0.8934233411742026,104.8937939962092,36.64123444793664,0,307.603667793103,3.8682580214319433,11799.28111288068,6704.530483486949,205.91244878604172,7,4951.912277202687,40,Male,Primary,1,2,Town,0,Maharashtra,Bangalore,0,1,0.8393157477500958,Unemployed,Manufacturing,0.3006650540059526,0.1529231406750952,1,0.8987755061636498,1,1.845556018994896,-0.7753246128578923,0.0524548381238628,0.5663712269473736,8377.326211745994,0.2056481056992356,0.1736192494815576,0.3303783307142582,0,27.08,1
BEN_0011,2025-09-30,0,2,28589.996157268022,42.81281642699562,0.7535089831909637,1,1.7537472250173924,0,1.4241090673824544,0.7670808706714423,123.85862571237494,20.97347139437698,0,289.29719241347954,2.121621234038316,4933.696118107586,3646.441817549496,57.70152256070424,39,500.0,19,Male,Secondary,5,1,Town,1,Bihar,Surat,1,0,0.4455869673065211,Unemployed,Agriculture,0.4457354373265877,7.348674669691331,1,0.8480998867527378,5,-1.745860338554486,-0.2900756674548151,0.9240089225976988,0.9466985773454252,7870.774214079154,0.8602623666197733,0.5455409521334332,0.7468991628795923,1,24.49,0
BEN_0012,2025-09-30,4,0,53030.31405485011,14.869676761951569,0.9888317341898228,0,2.6808523249638467,0,1.6839442374145914,0.8101435073894415,178.21685552261067,45.170494400520575,1,153.4200928235597,6.609655686797136,8928.379988010365,9763.03561810371,1426.8581092481331,40,3612.732825028335,47,Male,Secondary,2,3,Town,1,UP,Lucknow,1,1,0.6886496766939296,Employed,Agriculture,0.4999644810106788,0.0698032445612706,1,0.8713588756966018,1,1.1754907528377074,-0.856720003908659,0.7918108304969869,0.8964132367792893,10750.204026058713,0.4577473985222635,0.3542135718748151,0.0196827061943014,0,39.0,0
BEN_0013,2025-09-30,2,2,53224.10254908399,29.256480550072062,0.6636636335975319,0,7.178483479710641,0,0.9276686859001044,0.6458757271243034,48.705222654291774,27.598151369260737,0,300.9362456486118,4.4060589186378,11364.182059910909,8762.583636798856,0.0,68,3775.381442170409,62,Male,Secondary,5,2,Village,0,Gujarat,Bangalore,0,0,0.4851285119573397,Employed,Trade,0.5930203146476853,8.72533649182167,1,0.9928582641131524,2,-1.0308066111970997,-0.5734677700625136,0.1026648015382563,0.23549728515607,12633.142514242072,0.0163597395093844,0.9074120206747528,0.3700922112426679,0,48.42,1
BEN_0014,2025-09-30,1,0,47020.39610515958,25.837131331118957,0.741661678703798,1,5.1109025616473245,0,1.5221207679349522,0.9966856915149748,85.11423812400562,34.05942278118216,1,164.99335235250453,6.896753441923723,10089.429392503944,3454.576539853714,2879.8389700937723,36,11595.256690021226,54,Male,Graduate,7,1,Village,0,Gujarat,Surat,0,1,0.353018349522713,Self-employed,Manufacturing,1.2598806366785769,0.5630125210356984,0,0.8241309611110752,1,-1.102398864051479,0.6501259768485537,0.7769101523843331,0.2627597777150451,9660.550039224296,0.6433841086138504,0.9496834273044537,0.6008316965933784,0,33.5,1
BEN_0015,2025-09-30,3,1,59494.51475901213,16.624403783479515,0.7677925940359279,2,5.365275830928288,0,1.0491711581470486,0.7209871307939384,165.14413568488703,14.431031687225202,0,216.1120440441204,6.250237976136358,10385.990815365654,6929.319435742244,0.0,22,5646.176713430554,22,Male,Graduate,7,3,Town,0,UP,Bangalore,1,1,0.6264264931507213,Unemployed,Trade,1.8716978071324608,6.527647298718772,1,0.3238286550030538,1,1.6561216174092266,-0.0134873173814012,0.8439996974269963,0.9814380721324324,10970.164702994109,0.676763091917965,0.9797841130685196,0.5832373038622021,0,40.12,1
BEN_0016,2025-09-30,2,0,66828.58566473202,20.25954312143453,0.7562774148403795,0,5.099857483572048,0,0.4454975405474077,0.8539958646385801,174.40668311175983,23.7803150822,1,127.42409407858136,6.9724655943708616,2650.029544434271,10851.591495352532,3061.060275672117,38,6233.705797429714,37,Female,Secondary,2,2,Town,0,UP,Surat,1,0,0.7698324396417758,Unemployed,Manufacturing,1.8866635140801973,3.771841444231504,1,0.4438037544865214,3,0.7529134664559394,1.029431494057863,0.905301665182571,0.2365607019528687,14682.9580295962,0.5517622966768333,0.8989379958828186,0.6075578824424942,0,58.77,0
BEN_0017,2025-09-30,6,0,37723.94104206974,23.87895944511224,0.8663323310607449,4,7.934881906885874,0,0.675312337601879,0.8324945379417862,117.21145050888798,43.80878931213957,1,251.8303206932476,3.713952017497297,10043.44089369648,5852.270136175389,3663.51115483221,60,1328.3361833520476,43,Female,None,2,4,City,0,Karnataka,Patna,0,0,0.6359007866781932,Self-employed,Service,0.0002927086857805,2.033406537167328,1,0.3246366052276151,4,-1.4778438261315523,-1.5806998272494206,0.54369406746636,0.9534793244825952,7906.029371428744,0.2124153008471565,0.9858908511923328,0.211500764814466,0,24.66,1
BEN_0018,2025-09-30,1,0,37490.23468700799,17.247067062670993,0.6862051430191075,1,6.307137921349025,0,0.9807008821113216,0.9140368815699962,181.5360296489297,14.582279643455426,2,184.6319379326075,3.1106523825670718,5621.206110893495,11703.239733841896,2389.5622633996795,71,4843.180302550756,61,Male,Secondary,6,3,Village,1,Maharashtra,Patna,1,0,0.8265783676462115,Employed,Agriculture,2.7628730006952,8.98258399853829,0,0.4329394989591834,5,0.2019092937143482,0.2760007223967418,0.703412070528096,0.6497537050967451,12711.619798030864,0.4822780273560653,0.7061471257393618,0.3370791529934788,0,48.85,1
BEN_0019,2025-09-30,1,1,47910.61982335056,21.95087524771659,0.6884286211255968,0,6.346460273212435,0,0.6337711043445415,0.7175347822487842,90.66515382314282,22.5758469916611,0,142.5256181710759,7.831434095910023,9994.058150786504,4914.608019671978,0.0,57,7340.246611443956,61,Female,Postgraduate,4,1,City,0,Karnataka,Lucknow,0,1,0.1763749746000733,Unemployed,Trade,2.4685415415969647,7.462458519268623,1,0.3430076574802793,3,1.4047902936677858,0.8311830428634016,0.762239278961011,0.0501094390410675,17576.764956381197,0.4001274502455071,0.9605422799010516,0.9315654521146268,0,73.32,0
BEN_0020,2025-09-30,2,0,40771.56213938115,5.08078059687508,0.8916843794003413,1,8.666594472667317,0,0.6710553826997967,0.9023709379988948,59.630423837455226,19.31344449926585,2,259.4250507017353,6.303966722245217,9928.423966528915,2458.326140794904,2159.1866108197705,71,11291.616389484663,56,Female,Secondary,1,2,Village,1,Bihar,Bangalore,1,1,0.3736945516031594,Self-employed,Manufacturing,2.8918141183081194,3.4044056614326013,0,0.651131928830377,4,0.558419353672965,0.1014004289778638,0.6886389351561069,0.3357271994608336,15442.419341108214,0.9746860738439258,0.6417924654568271,0.9739755312866974,0,62.58,0
BEN_0021,2025-09-30,2,1,25381.201964602056,29.692127922149915,0.8001162074712719,0,9.819721574224069,0,0.6747856624975328,0.7530006922742938,151.60921102716512,11.799958318915106,1,271.81006974526105,7.004253607560022,9769.751698530994,7126.604007873027,804.8896650378213,70,3289.255051490332,23,Female,Secondary,6,3,City,0,UP,Patna,0,0,0.3125858127342299,Employed,Trade,1.0799590341905785,2.84153092857225,1,0.3197443491931545,2,0.0309151365365333,-1.362933204549062,0.6468336203055937,0.4761540719128916,14887.9737909391,0.824678434755938,0.8092142068857202,0.3120383513318947,0,59.77,0
BEN_0022,2025-09-30,1,2,35051.10895515572,33.81721339298234,0.7660622704229242,1,11.730775171304142,0,0.2456799577142083,0.7644643863385396,171.78819638448778,18.0373063157391,2,273.50513908593484,2.0788002422596024,7668.052554707496,2910.200440902108,196.99499119146185,68,500.0,46,Female,None,1,3,City,1,Karnataka,Pune,1,1,0.1941271396677985,Self-employed,Agriculture,1.9943978300681908,7.360122941611394,1,0.6308053697306816,3,1.15087657207537,-1.0499963326968444,0.5475592527778836,0.8330928914504517,12184.341905065636,0.7618996050872148,0.1319099927237103,0.6445037034087543,1,46.21,1
BEN_0023,2025-09-30,3,0,31515.18279443839,27.63490965998928,0.6676812206709007,1,3.2629589155541803,1,0.1692852144245027,0.8690850105947081,171.12116767928512,15.474752760884751,1,123.8524775307388,4.12676972177532,11948.274080728224,7349.684411722831,2869.1496394483447,71,3061.5810385335635,27,Female,Graduate,6,4,City,1,Maharashtra,Patna,1,0,0.4431743274853509,Self-employed,Agriculture,0.5040622477682913,8.365707626063305,1,0.9291886349840084,4,0.3686603682618469,0.9085382073271696,0.4791954541955694,0.3285854132753516,13453.480147356857,0.1810737030001631,0.682599587602558,0.2412967791369058,0,52.58,0
BEN_0024,2025-09-30,4,1,68126.7576202723,42.11406502350224,0.6750108891648666,0,12.408222242025872,0,0.0929920793826086,0.9137143086961876,85.46221575149687,46.56171337075973,0,278.67714600248587,6.45690014346399,9530.924018790303,7014.400796128509,3150.2913010950806,43,3071.684646106594,33,Male,Graduate,3,3,Village,1,Maharashtra,Patna,0,0,0.9478728728646668,Employed,Service,2.451099081661008,7.158504642958095,1,0.8240032088023665,3,-1.6596173508051617,-0.532960601735936,0.9961250195648306,0.3105783121245464,8548.464434443507,0.3310400174212166,0.9311033093352596,0.3685286669737144,1,27.9,1
BEN_0025,2025-09-30,1,1,75542.40509013917,29.456769820799146,0.6042206547263602,0,1.7096811696344505,1,0.2219125220686735,0.8667466544482236,127.97519451276004,38.348546204425816,0,184.9742159751434,2.4678969979399,8964.547838682669,4875.005685706135,3928.538669718684,42,3095.05692073338,51,Female,Postgraduate,7,2,Village,0,UP,Bangalore,1,1,0.5380082917071624,Unemployed,Manufacturing,0.4841031688631065,6.399892250357414,0,0.9607691465562292,1,0.0960504371471271,-0.7795320134179516,0.3375607804221564,0.920263259028664,9755.896447099856,0.3797118355692201,0.5400482415327627,0.7923346968159638,0,33.99,0
BEN_0026,2025-09-30,3,0,33568.4981405812,33.14247711022048,0.6365705075446837,0,10.805742209129376,0,0.687414184271236,0.9599518082284608,153.59272187840173,19.22457118022709,0,302.5751735461949,5.404039577413614,5196.767446885164,12260.310943547403,1572.8143185758506,44,7268.767657426564,48,Female,Secondary,5,0,Town,1,Karnataka,Surat,0,0,0.2864048767036452,Employed,Manufacturing,0.9779571024232488,2.2792472518864884,0,0.4586527416295642,1,0.4842250883273503,-0.3388190375890879,0.0882687704445486,0.0790343454011734,9407.189943427617,0.4926275323004795,0.1868197135303092,0.5011787300064157,0,32.24,1
BEN_0027,2025-09-30,1,2,58191.10269705667,33.90690266008089,0.8227354778760965,0,3.098120423925872,0,1.1877436115661142,0.7140636118040269,132.0391085292678,39.35025739592194,1,231.24768490320784,4.574436604730019,9188.273014579316,6988.868120397568,2257.912104761005,23,5856.960109559897,53,Male,Primary,6,2,Village,0,Gujarat,Pune,0,1,0.3540606183030375,Unemployed,Service,1.47250456784095,8.528039832764723,1,0.6717600714837055,3,0.2225477522204316,-0.2532433934477852,0.7650369650036276,0.5515212147149954,8009.97208915708,0.0302245120654713,0.5268885607250015,0.8495899598415397,0,25.22,1
BEN_0028,2025-09-30,4,1,63102.74636704626,3.0,0.956749252003364,1,4.793180611385741,0,0.3762938544188179,0.9602466928407798,177.85426836584574,5.9962978865242125,2,212.56656302292464,2.105699042846644,13936.13205271406,9420.222969890869,4498.038218645776,9,2178.9531058673656,58,Female,Postgraduate,7,2,Village,1,UP,Pune,0,0,0.6130757117171277,Employed,Service,1.783595006558251,7.496619834583749,1,0.5230056172160871,3,-0.4047125489300302,1.1862035697100186,0.2138243778694941,0.5042392698481033,10439.739029605287,0.5930092280746514,0.7069409940594883,0.628740245659057,1,37.42,1
BEN_0029,2025-09-30,4,0,27615.96820010204,27.389385589996504,0.714865906052223,3,5.055727835488921,0,1.776017692005276,0.6523454103773515,103.79816571194894,28.6936119847013,0,200.4260536369196,3.4158534627167083,3829.452543826151,9600.40993023898,5142.93276667777,73,8540.508305209918,22,Female,Graduate,4,4,Village,0,Bihar,Surat,1,1,0.3527467418130803,Unemployed,Manufacturing,1.678899072860195,5.172742897664144,1,0.6456738569844238,5,0.4578363374676567,-1.7451679475555295,0.5326933596187057,0.0573347602225103,8425.969602144665,0.3578565439721063,0.7697884990973979,0.6289211851461486,0,27.3,1
BEN_0030,2025-09-30,2,2,52414.68420768499,12.93652039746575,0.7310988903584512,0,2.399087750515945,0,1.6167648624788988,0.8638121276119922,117.17536758713965,16.26505536806029,1,199.3168538330041,3.7087519344002855,10190.318293998498,11930.831444935257,3620.556024767249,18,9732.590363508802,50,Male,None,1,4,Village,1,Karnataka,Bangalore,0,0,0.538346722920669,Unemployed,Manufacturing,0.3062880351299918,5.115877622667807,0,0.689953080709002,2,0.1836241519346073,0.5758303674909726,0.0958015166005706,0.0877592205193106,10186.710314681137,0.561677145425915,0.5237020099319839,0.033880028147825,0,36.15,1
BEN_0031,2025-09-30,0,1,88002.74248019789,14.552772387433556,0.6462422442446049,3,5.260156000267882,0,1.0410542256183273,0.819052260552071,129.4476184602199,10.144493231383136,2,166.02428422121966,2.6711596780779345,10568.71795879682,3613.6277303977504,1475.062582645969,53,737.4780681538514,60,Female,Graduate,3,3,Town,0,Karnataka,Patna,1,1,0.2741598934528273,Self-employed,Trade,1.2650280085915528,5.691730278073464,1,0.3253302913331056,1,-1.991838730766402,1.4607191975751108,0.6192838608167907,0.3819674329780046,5857.762393854442,0.0089783842567069,0.2173680242186501,0.7496703592419095,0,14.38,1
BEN_0032,2025-09-30,0,1,60157.20299536446,15.94421382558468,0.7554523782428411,3,2.5539856704870734,0,1.4484196616267198,0.7978543761662358,153.30216556944805,44.76913377523199,1,146.59680762185803,5.7892214584559625,13176.558213693494,2079.0766581415346,2010.882760454001,68,7944.119961232484,36,Male,Graduate,4,4,Town,0,UP,Surat,0,0,0.3459312709001858,Self-employed,Manufacturing,2.768727792617468,8.282763941786627,0,0.4632792946504881,3,-1.3262640374766097,0.9453263916610316,0.9440074039032222,0.1341612193447809,8399.679811267613,0.3214331389975237,0.9266887885787474,0.9778665279504972,0,27.16,1
BEN_0033,2025-09-30,2,2,46320.49188001204,21.498273599860987,0.6148886818277316,2,1.2951697139879008,0,0.7326570493975169,0.7243648115448713,112.22161075192788,13.970324041815768,1,181.86690143219607,3.454387257511334,10177.22022581086,11827.258003583414,1732.7068674339512,61,4574.704811921936,49,Female,None,2,3,Village,1,Karnataka,Pune,0,1,0.7057278588363598,Unemployed,Trade,2.6171055832555545,7.422595488375575,0,0.7933409454707981,4,0.3101543210212768,2.3237890846419,0.7227047126069578,0.4780719044478558,13946.901564047494,0.7686660560129889,0.7736174164533571,0.4730285602533847,0,55.07,1
BEN_0034,2025-09-30,2,2,41597.20212172686,29.203679685901577,0.96704027850476,2,4.883829100921298,0,0.0735555854661798,0.8014930981232937,157.09736575733635,42.0075991825827,0,259.5444268224385,3.66571699771633,8032.036589705034,8627.138646458427,3058.4468507076954,39,2644.9666747035826,40,Female,Secondary,1,0,City,1,Karnataka,Pune,0,1,0.5846183516438875,Employed,Trade,1.7723505697639197,8.562449939458833,1,0.8410496171782096,2,0.7457470574309127,-0.4573038315428471,0.2145347782266135,0.6088888854071793,10584.86455314721,0.5010815525270401,0.270688400617604,0.1585800149591721,0,38.16,0
BEN_0035,2025-09-30,2,0,19663.07622918658,27.471918600053638,0.8692445392498114,1,9.769630670728802,0,1.80866569506508,0.6647093425538813,184.18498832219785,23.595020487129705,1,130.16875170815246,7.389431589200885,9267.83471994238,7353.670838643825,770.5148575497899,9,1362.012510516191,20,Male,Secondary,7,1,City,0,Bihar,Patna,0,1,0.0934868633133795,Unemployed,Trade,1.7169737263608045,5.072827716587224,0,0.6986159572412523,4,-0.7778915557806669,0.8921794686077565,0.9711380452888608,0.6913966845029768,14004.11539672328,0.7888873283456382,0.8118129173963744,0.9769776713805391,1,55.34,1
BEN_0036,2025-09-30,1,0,57057.10484175098,23.89934893745922,0.9962995237572876,3,4.237940782949073,0,0.255586976515644,0.7477283776846703,99.27715390393315,5.643084651831515,1,267.0333115301696,4.802738556158837,7195.832694718842,6626.766812417,2481.9997719711487,43,3868.037620907532,18,Female,Graduate,6,4,Village,1,Bihar,Patna,1,0,0.9731825185060397,Employed,Trade,0.3350255479479905,6.246490590182572,1,0.4895803195640736,2,0.7370554217055713,-0.0860005562907969,0.3070869310245482,0.5464700659207645,8183.260081731999,0.6989603925173866,0.3478626495180591,0.2901258748178663,0,26.09,1
BEN_0037,2025-09-30,5,1,79217.25180881473,29.781467529647685,0.9531292650713976,1,7.8230627461226465,0,1.8958746927593029,0.6394723669935509,113.41362481160384,37.963977318546135,2,207.16948731802293,4.352768881815634,11657.77396728994,6130.188730824811,2489.56748392932,28,3695.361355257114,53,Male,Postgraduate,5,4,Town,0,Gujarat,Lucknow,1,1,0.0493369229588851,Unemployed,Agriculture,0.6007783569309102,8.545718068959795,0,0.583558881705918,4,0.5004489664830519,-0.5188877203597877,0.4366149864913544,0.3796600158933124,9255.102037319784,0.8549205751509771,0.3124313446683807,0.4091979557371704,0,31.47,1
BEN_0038,2025-09-30,4,2,37796.84368403119,30.267890572736825,0.789196237479261,0,2.463001121852544,0,1.14376517653222,0.8287386399145278,158.71038367104617,31.836189119871555,0,239.07373094306288,6.343226229888304,3353.061014992373,9411.265460750106,2575.625788397288,44,5368.734068778336,58,Female,Primary,4,0,City,0,Bihar,Surat,1,0,0.0829395722816638,Employed,Service,0.7579192278122882,2.3232006017671534,1,0.3672257683169692,1,-0.1890360826924008,-2.220061501384726,0.4981170203728008,0.1297586266046355,10644.790038420902,0.0074435885521736,0.8630766273471442,0.0773664141015316,1,38.44,0
BEN_0039,2025-09-30,0,2,20966.229807244083,27.540993513866763,0.8078740124601508,0,1.1495717880963996,0,0.6111261220428599,0.6383071544798508,197.10113496548303,20.487734742551872,1,241.6580247012904,7.457682781297473,6536.386475551491,2957.4438443856825,466.4070636935219,54,10365.106701684052,45,Female,Postgraduate,7,4,Town,1,Gujarat,Patna,1,0,0.7013860487411337,Self-employed,Service,1.464587185571417,4.44020680256224,1,0.967225731754814,3,0.4268271222856313,-0.4647649148436426,0.9907187433734728,0.2474854148070775,9415.935099665823,0.2613254918443939,0.8732352068171213,0.1108368656924185,0,32.29,1
BEN_0040,2025-09-30,1,2,40036.63727970164,10.203961711401712,0.6762304186068775,1,6.36158047086608,0,0.9910492466236892,0.6641378575620662,145.43837141524483,17.669567026681854,1,246.4172487279071,2.1502180174246632,9338.4672138868,8336.528077984936,2370.805099439948,62,3730.196683867339,56,Female,Postgraduate,3,0,Town,0,Bihar,Lucknow,1,0,0.7080181394308231,Employed,Manufacturing,2.194068144287156,6.20652236979387,1,0.9080742298472018,3,0.4046727527504772,1.0650855965154251,0.0688914007191832,0.4194216770158535,5817.172083499255,0.5488017266010815,0.3984814028189791,0.2165656705594063,1,14.2,1
BEN_0041,2025-09-30,2,1,63223.996189673126,18.085337685146207,0.7848157371358222,1,10.266837155304335,0,1.0032596178461883,0.6341867205949925,88.55054919863142,8.316106356669563,2,201.1200794019857,4.689433079332379,11512.792335786244,9887.684973413776,4653.946619394762,5,1483.5893918006657,22,Female,Graduate,5,3,City,1,Gujarat,Bangalore,1,1,0.0189355332267718,Self-employed,Service,1.3821760668127747,9.151462573581014,1,0.3459216428352243,5,0.8765538871182497,-1.7156633468929383,0.6967282944355699,0.9241144834023004,11700.56487623506,0.9410180766521824,0.0089228050815645,0.548466065090201,0,43.77,1
BEN_0042,2025-09-30,2,2,43572.49992766872,24.21062267154119,0.9612111493971248,1,5.626863356399461,0,0.0465741588851638,0.7525242559808312,127.9268907889247,47.36415176758725,1,202.61715623257456,5.664688136467683,7958.649764039809,9081.10589574454,1314.571164284649,47,4174.55356307453,30,Male,Graduate,2,4,Village,0,Bihar,Pune,0,0,0.642753899463598,Employed,Service,0.3781831255121932,0.1583601104612497,1,0.4165434659608313,3,0.9241498811618152,2.097642321240189,0.3619308756927358,0.202600581194395,7043.231795345071,0.6797901801325391,0.1865656213999919,0.5577892018644081,0,20.38,1
